rank	gene_id	symbol	u_stat_igha1_vs_ighg1	pvalue	mean_log1p_igha1	mean_log1p_ighg1	diff_mean_log1p_igha1_minus_ighg1	mean_norm_igha1	mean_norm_ighg1	log2fc_norm_igha1_vs_ighg1	pct_detected_igha1	pct_detected_ighg1	qvalue_bh	gene	lavous_p	lavous_q	lrt	lavous_signif	wilcoxon_neg_log10_p	log2fc_clipped	wilcoxon_bh_signif	lavous_q_signif	lavous_direction
51	ENSG00000000938	FGR	2477.0	0.0012640460773435	0.1490310186433829	0.0306887159589969	0.1183423026843859	0.2350840455892816	0.0498288485538576	2.238123466657162	0.2058823529411764	0.04	0.2741492874803382						2.8982370947472313	2.238123466657162	False	False	higher in IGHA1
52	ENSG00000213145	CRIP1	2797.0	0.0014023067526787	0.8285965405569479	0.3721559864241463	0.4564405541328015	2.504247016240861	1.1176986464359773	1.163845612848572	0.5882352941176471	0.344	0.298286826757303						2.8531569746549157	1.163845612848572	False	False	higher in IGHA1
53	ENSG00000144815	NXPE3	1374.0	0.0014392556674719	0.5262358117783129	0.9107454962670322	-0.3845096844887192	1.0811282371984798	1.9971921805425723	-0.8854355053130069	0.5294117647058824	0.776	0.3003699422246606						2.8418620517134214	-0.8854355053130069	False	False	higher in IGHG1
54	ENSG00000110583	NAA40	2561.0	0.001495224380828	0.1907671766644005	0.0715661837884878	0.1192009928759127	0.2799090847226133	0.1315941918737175	1.088862491179866	0.2941176470588235	0.08	0.3060109249220922						2.825293630053022	1.088862491179866	False	False	higher in IGHA1
55	ENSG00000133328	HRASLS2	2786.0	0.0015216165690909	0.6790056459687068	0.3072674794011508	0.371738166567556	1.553045493076769	0.580797581310915	1.4189927389296226	0.5882352941176471	0.328	0.3060109249220922						2.8176947712889104	1.4189927389296226	False	False	higher in IGHA1
56	ENSG00000102007	PLP2	2875.0	0.0015763352381567	1.4993822572466418	1.0419081382929771	0.4574741189536646	4.061420547545807	2.5788470802289365	0.6552581942793811	1.0	0.752	0.3113543583794907						2.8023514159080145	0.6552581942793811	False	False	higher in IGHA1
57	ENSG00000142599	RERE	1385.0	0.0016471982181169	0.4757498097773364	0.8982094186578208	-0.4224596088804843	0.9406866776294356	2.0901052599324546	-1.1517894213691562	0.4411764705882353	0.776	0.3196431489577443						2.7832541361947944	-1.1517894213691562	False	False	higher in IGHG1
58	ENSG00000106443	PHF14	2777.0	0.0016767368069598	0.5118841057410864	0.25557620707155	0.2563078986695364	0.8893301149156555	0.4337196946398928	1.0359560824215708	0.5882352941176471	0.32	0.3197652727893649						2.775535102125882	1.0359560824215708	False	False	higher in IGHA1
59	ENSG00000100097	LGALS1	2864.5	0.0018801895129151	2.479052884328804	1.799167893148702	0.6798849911801017	17.697499201643794	8.98816144802982	0.9774475662888764	0.9705882352941176	0.832	0.3512849776561541						2.7257983739995018	0.9774475662888764	False	False	higher in IGHA1
60	ENSG00000261371	PECAM1	1398.5	0.0019055328324174	0.5137409932185221	0.939394320784666	-0.425653327566144	1.0155120904726582	2.2949134593344684	-1.1762323340113323	0.5	0.72	0.3512849776561541						2.719983563913665	-1.1762323340113323	False	False	higher in IGHG1
61	ENSG00000196715	VKORC1L1	2762.0	0.0021415102166157	0.5414252775779208	0.2645955437004108	0.27682973387751	1.0386920290226942	0.4557020204474614	1.1886052862980476	0.6176470588235294	0.312	0.3827330223481062						2.669279849350887	1.1886052862980476	False	False	higher in IGHA1
62	ENSG00000155368	DBI	2852.0	0.0021893130041347	1.4436236601183057	0.992722706161453	0.4509009539568527	4.393147179600391	2.240216920255945	0.9716163979792296	0.9117647058823528	0.776	0.3827330223481062						2.6596921432969713	0.9716163979792296	False	False	higher in IGHA1
63	ENSG00000123131	PRDX4	1396.0	0.0022096480535599	2.0504209244220037	2.298296798337638	-0.2478758739156346	7.981140988159728	11.31056752943142	-0.503004406328456	1.0	0.936	0.3827330223481062						2.655676893993099	-0.503004406328456	False	False	higher in IGHG1
64	ENSG00000136237	RAPGEF5	2432.0	0.0022145297378427	0.1996206392760284	0.0316454690457833	0.167975170230245	0.4004984746995712	0.0578569281170077	2.791235095516353	0.1764705882352941	0.032	0.3827330223481062						2.6547184834107087	2.791235095516353	False	False	higher in IGHA1
65	ENSG00000203791	EEF1AKMT2	2607.0	0.0023130409609805	0.2508712196893932	0.0952591191414546	0.1556121005479386	0.3722872144493868	0.1500366184957604	1.3111014112519406	0.3529411764705882	0.128	0.386033793730607						2.635816676364576	1.3111014112519406	False	False	higher in IGHA1
66	ENSG00000037757	MRI1	1518.0	0.0023881942340278	0.0795494463730939	0.3007242313751503	-0.2211747850020563	0.1159299566760878	0.4693768345397335	-2.017493220392822	0.1176470588235294	0.392	0.386033793730607						2.6219303545376214	-2.017493220392822	False	False	higher in IGHG1
67	ENSG00000174437	ATP2A2	2834.0	0.0024215702886065	1.0340766398652086	0.6598711026693013	0.3742055371959073	2.250260970567677	1.409272641186237	0.6751415792976423	0.9117647058823528	0.6	0.386033793730607						2.6159029205836135	0.6751415792976423	False	False	higher in IGHA1
68	ENSG00000205544	TMEM256	1405.0	0.0024237962875104	0.7843124053905466	1.0986957787844849	-0.314383373393938	1.542404711133907	2.4489669879421365	-0.6669919629005631	0.7058823529411765	0.84	0.386033793730607						2.615503884063461	-0.6669919629005631	False	False	higher in IGHG1
69	ENSG00000168918	INPP5D	2805.0	0.0024309816834133	0.6238304915628006	0.3710107605998519	0.2528197309629487	1.054994062978708	0.6248714441427262	0.7556035618620598	0.7352941176470589	0.456	0.386033793730607						2.6142183133995682	0.7556035618620598	False	False	higher in IGHA1
70	ENSG00000177455	CD19	1436.0	0.0024430309701783	0.2775844729126414	0.6079893405022342	-0.3304048675895927	0.4577897605549188	1.1809065209453649	-1.367137666011705	0.3235294117647059	0.616	0.386033793730607						2.6120710274627954	-1.367137666011705	False	False	higher in IGHG1
71	ENSG00000135940	COX5B	1405.0	0.0025046814364183	1.5439778588610982	1.8868380696844675	-0.3428602108233691	4.715477190176351	6.472381639859086	-0.4568929036910056	0.8823529411764706	0.96	0.3862896238337661						2.6012475030117055	-0.4568929036910056	False	False	higher in IGHG1
72	ENSG00000281357	ARRDC3-AS1	2501.0	0.0025144971445647	0.1781632630547185	0.03887403997487	0.1392892230798485	0.2816388040846526	0.0543470071796905	2.3735736050284704	0.2352941176470588	0.064	0.3862896238337661						2.5995488532228106	2.3735736050284704	False	False	higher in IGHA1
73	ENSG00000087274	ADD1	2837.0	0.002656209130274	1.0839158899114718	0.770230231645278	0.3136856582661937	2.306631236058584	1.5358805563653128	0.5867213530153891	0.9117647058823528	0.744	0.4014186254933527						2.5757377348204007	0.5867213530153891	False	False	higher in IGHA1
74	ENSG00000110756	HPS5	1511.5	0.0026855599210295	0.0917541058982626	0.3073705906466256	-0.2156164847483629	0.1285538983009981	0.4753286144145297	-1.8865518857064676	0.1470588235294117	0.416	0.4014186254933527						2.5709651530698485	-1.8865518857064676	False	False	higher in IGHG1
75	ENSG00000051128	HOMER3	2464.5	0.0027261538843525	0.1711921593674043	0.0363870967746065	0.1348050625927978	0.2790698026804013	0.0594058322842901	2.231949521449952	0.2058823529411764	0.048	0.4020531748643103						2.5644496330065234	2.231949521449952	False	False	higher in IGHA1
76	ENSG00000154359	LONRF1	2681.5	0.0028232266451957	0.3910986474136379	0.1676484479088981	0.2234501995047398	0.651367238517425	0.2680912272799269	1.28074714496258	0.4411764705882353	0.224	0.4076452906547599						2.5492542558216296	1.28074714496258	False	False	higher in IGHA1
77	ENSG00000163374	YY1AP1	2785.5	0.0028377802531793	0.6826673836128125	0.3737948693761346	0.3088725142366779	1.342505320157141	0.6454800771579489	1.0564833319287616	0.6764705882352942	0.432	0.4076452906547599						2.5470212376757977	1.0564833319287616	False	False	higher in IGHA1
78	ENSG00000268403	AC132192.2	2462.5	0.0028885321970774	0.1496328797175445	0.0331691842575403	0.1164636954600041	0.2348318318598284	0.0509796899518078	2.203633455029383	0.2058823529411764	0.048	0.4096160850240253						2.5393227872241377	2.203633455029383	False	False	higher in IGHA1
79	ENSG00000136870	ZNF189	2557.0	0.003045241059148	0.2322638650178652	0.0721445003242037	0.1601193646936615	0.366869991604948	0.1094839033369105	1.744550117970978	0.2941176470588235	0.104	0.4263722956358997						2.516378323223533	1.744550117970978	False	False	higher in IGHA1
80	ENSG00000164967	RPP25L	2666.5	0.0031208715448272	0.3462433946322099	0.1463759093101128	0.199867485322097	0.5505453748688258	0.2242115820890482	1.296000663658034	0.4411764705882353	0.208	0.4314995019666785						2.505724106541591	1.296000663658034	False	False	higher in IGHA1
81	ENSG00000170638	TRABD	2827.0	0.0032015757130768	1.7143437949548497	1.344623672397509	0.369720122557341	5.300952210534443	3.5665166145649745	0.5717358399146873	1.0	0.896	0.4360834585779666						2.4946362232220864	0.5717358399146873	False	False	higher in IGHA1
82	ENSG00000133104	SPART	1666.0	0.0032328761959491	0.0	0.1619621411976332	-0.1619621411976332	0.0	0.2541287409519297	-27.920984312477305	0.0	0.216	0.4360834585779666						2.490410926519174	-8.0	False	False	higher in IGHG1
83	ENSG00000123200	ZC3H13	1457.0	0.0033046283858804	0.2742741609877446	0.5572657879697649	-0.2829916269820203	0.4381111550955572	1.010592672971639	-1.205832769527798	0.3529411764705882	0.608	0.4403915009183578						2.480877370984865	-1.205832769527798	False	False	higher in IGHG1
84	ENSG00000112425	EPM2A	2390.0	0.0033530704795638	0.1036631631199469	0.0156668937805528	0.0879962693393941	0.151239215405216	0.0221270425978974	2.7729496694871	0.1470588235294117	0.024	0.4415275306482838						2.474557317861382	2.7729496694871	False	False	higher in IGHA1
85	ENSG00000110429	FBXO3	1533.0	0.0034114517197051	0.100898010463709	0.3387066491885179	-0.2378086387248089	0.1646189899846374	0.5856163902222471	-1.8308251554026005	0.1176470588235294	0.408	0.4439302055489277						2.4670607706581573	-1.8308251554026005	False	False	higher in IGHG1
86	ENSG00000101160	CTSZ	1431.0	0.0035710296815553	1.4864270097929666	1.8353674641198272	-0.3489404543268606	4.222748795493924	6.666873162282524	-0.6588278537851988	0.9411764705882352	0.928	0.4550351176835386						2.4472065400390552	-0.6588278537851988	False	False	higher in IGHG1
87	ENSG00000152256	PDK1	1435.0	0.0035907761016731	0.6881455896008064	1.0638481184125514	-0.375702528811745	1.7053765444637912	2.826132209736987	-0.7287386386375956	0.6176470588235294	0.824	0.4550351176835386						2.444811673915806	-0.7287386386375956	False	False	higher in IGHG1
88	ENSG00000141956	PRDM15	2703.0	0.0036202052577661	0.4562871202514522	0.231426869743255	0.2248602505081972	0.8030298293094779	0.44275573091301	0.8589425965995093	0.5294117647058824	0.272	0.4550351176835386						2.441266805215992	0.8589425965995093	False	False	higher in IGHA1
89	ENSG00000243305	AC026347.1	2514.5	0.0037230966946893	0.1901030811277322	0.0561996575050152	0.133903423622717	0.2911009552932989	0.083630851159986	1.7994124102975615	0.2647058823529412	0.08	0.4627098038197617						2.4290956843229283	1.7994124102975615	False	False	higher in IGHA1
90	ENSG00000111885	MAN1A1	1435.5	0.0037990676664469	2.290065790120685	2.6837665673729614	-0.3937007772522762	10.519609186021007	19.426310183505745	-0.8849307945719094	0.9705882352941176	0.992	0.4669054162063252						2.42032297101417	-0.8849307945719094	False	False	higher in IGHG1
91	ENSG00000179364	PACS2	2600.0	0.0039488699269236	0.3140969604720449	0.1101424077984051	0.2039545526736397	0.5256076746538827	0.1655058859053961	1.6671038106563465	0.3529411764705882	0.152	0.4677944300740034						2.4035271713912567	1.6671038106563465	False	False	higher in IGHA1
92	ENSG00000183484	GPR132	2385.0	0.0040031166751134	0.1038256136946837	0.018570515189078	0.0852550985056057	0.1569546796212715	0.0281760076826316	2.4778088888956544	0.1470588235294117	0.024	0.4677944300740034						2.397601751733645	2.4778088888956544	False	False	higher in IGHA1
94	ENSG00000130052	STARD8	2384.0	0.0041461115427425	0.0997966791846231	0.0176766577057727	0.0821200214788504	0.1514949131405149	0.0262271894991794	2.530134184500308	0.1470588235294117	0.024	0.4677944300740034						2.3823590182706345	2.530134184500308	False	False	higher in IGHA1
95	ENSG00000260719	AC009133.3	2790.0	0.0041621155602107	0.8741531986190897	0.5606696435220289	0.3134835550970608	1.7266808519047208	1.07895291807085	0.678369537171437	0.8235294117647058	0.576	0.4677944300740034						2.380685865867518	0.678369537171437	False	False	higher in IGHA1
96	ENSG00000157014	TATDN2	2542.0	0.0042346998221985	0.2193966965280571	0.0673260472362757	0.1520706492917814	0.3503473475867651	0.0975685059987396	1.8442985207000728	0.2941176470588235	0.104	0.4677944300740034						2.3731773693198552	1.8442985207000728	False	False	higher in IGHA1
97	ENSG00000168172	HOOK3	2761.5	0.0042355906453626	0.6719391250136517	0.3826431559003415	0.2892959691133102	1.2940946465269434	0.6774857111830672	0.933680710834251	0.6764705882352942	0.448	0.4677944300740034						2.37308601953972	0.933680710834251	False	False	higher in IGHA1
98	ENSG00000162980	ARL5A	1445.0	0.0042446508775939	0.9080797283243508	1.22356717431895	-0.3154874459945993	1.8714832989131291	2.97461862453432	-0.6685225385401321	0.7647058823529411	0.872	0.4677944300740034						2.372158024659076	-0.6685225385401321	False	False	higher in IGHG1
99	ENSG00000149761	NUDT22	2805.0	0.004266462799086	1.3161457939484895	1.0253947279298703	0.2907510660186192	3.138099482441945	2.2340528906304926	0.4902277467716734	0.9411764705882352	0.848	0.4677944300740034						2.3699320367938195	0.4902277467716734	False	False	higher in IGHA1
100	ENSG00000169442	CD52	2805.0	0.0042828926553068	2.4009293286020563	1.830862301677822	0.5700670269242343	12.823668643230096	8.645826023492958	0.5687333416987242	1.0	0.856	0.4677944300740034						2.3682628104486643	0.5687333416987242	False	False	higher in IGHA1
101	ENSG00000163956	LRPAP1	1445.0	0.0043098454910896	1.580707542233324	1.8580549875534107	-0.2773474453200868	4.526993675871419	6.268773037270639	-0.4696298062738717	0.9411764705882352	0.968	0.4677944300740034						2.365538299113049	-0.4696298062738717	False	False	higher in IGHG1
102	ENSG00000156711	MAPK13	2673.5	0.0043138081428033	0.3666353095502262	0.184892492609436	0.1817428169407901	0.5514492270909359	0.2947975875224575	0.9035033399815348	0.5	0.24	0.4677944300740034						2.36513917410939	0.9035033399815348	False	False	higher in IGHA1
103	ENSG00000159618	ADGRG5	1477.0	0.0043739093264857	0.2833214830325047	0.5576665600617496	-0.2743450770292449	0.4284709641950879	0.9919237149762306	-1.2110317290212451	0.3823529411764705	0.6	0.4697069034976603						2.3591302243653884	-1.2110317290212451	False	False	higher in IGHG1
104	ENSG00000184009	ACTG1	2801.0	0.0045358297397334	3.169231396711287	2.4963525515728398	0.6728788451384475	35.062324973442806	24.29393194428965	0.5293256566097571	1.0	0.904	0.4824116610691528	ACTG1	0.0004997501249375	0.0081625853739796	87.021484	True	2.3433432558087226	0.5293256566097571	False	True	higher in IGHA1
105	ENSG00000163082	SGPP2	2597.0	0.0046789179484502	0.2782619731409052	0.1307960848839743	0.1474658882569309	0.4217339085314626	0.2391541505186081	0.8183921906955667	0.3823529411764705	0.152	0.4928905850267466						2.3298545707188603	0.8183921906955667	False	False	higher in IGHA1
106	ENSG00000257337	AC068888.1	2455.0	0.0048598711792743	0.159573959340114	0.0337302533023412	0.1258437060377728	0.2527598020434347	0.0466632930180288	2.43740698913213	0.2058823529411764	0.056	0.5056874588377781						2.3133752424397236	2.43740698913213	False	False	higher in IGHA1
107	ENSG00000226067	LINC00623	2379.0	0.0049330311530766	0.0828182983404323	0.0182214035629281	0.0645968947775041	0.1118108907939855	0.0272991474271647	2.0341328783955994	0.1470588235294117	0.024	0.5056874588377781						2.3068861418728392	2.0341328783955994	False	False	higher in IGHA1
108	ENSG00000134982	APC	2716.0	0.0049714653482676	0.5433651886123961	0.2839864844790252	0.2593787041333709	0.9684923144629876	0.4779361019886141	1.0189228497937537	0.5882352941176471	0.344	0.5056874588377781						2.3035155833253134	1.0189228497937537	False	False	higher in IGHA1
